"samples"	"ROW_TOTALS"	"total"	"contam"	"prop_c"	"sample_mass"	"PlotNum"	"PlotCond"	"herb.dmg"	"stem.tx"	"Sphingomonas1"	"Pseudomonas1"	"Acetobacteraceae1"	"Pseudomonas2"	"Pseudomonas3"	"Massilia1"	"Massilia2"	"Sphingomonas2"	"Xanthomonas"	"Pseudomonas5"	"Duganella1"	"Microbacteriaceae2"	"Microbacteriaceae1"	"Geobacillus"	"Clavibacter"	"Pseudomonas6"	"Massilia3"	"Pedobacter1"	"Acetobacteraceae2"	"Anoxybacillus"	"Rhizobium1"	"Pseudaminobacter"	"Hyphomicrobium"	"Chryseobacterium1"	"Chryseobacterium2"	"Pedobacter2"	"Methylobacterium1"	"Microbacteriaceae3"	"Sphingomonas5"	"Aureimonas"	"Sphingomonadaceae"	"Polaromonas"	"Janthinobacterium"	"Acinetobacter"	"Neorhizobium"	"Pseudomonas13"	"Methylobacterium2"	"Rhodococcus"	"Escherichia"	"Chryseobacterium3"	"Flavobacterium"	"Hymenobacter1"	"Pedobacter3"	"Sphingomonas9"	"Pseudomonas24"	"Massilia5"	"Arthrobacter"	"Comamonas"	"Pseudomonas19"	"Brevundimonas"	"Hymenobacter2"	"Duganella2"	"Rhizobium3"	"Staphylococcus"	"Devosia"	"Pseudomonas30"	"Pedobacter4"	"Lactococcus"	"Enterococcus"	"Sanguibacter"	"Ramlibacter1"	"Pedobacter5"	"Hymenobacter4"	"Epilithonimonas"	"Ramlibacter2"	"Paenibacillus"	"Cloacibacterium"	"Pseudomonas37"	"Sphingomonas24"	"Methylobacterium4"	"ROW_TOTALS_1perc"
"134"	"NPB13_048_TD"	10416	12492	2076	0.1662	0.1037	48	"SA"	1	"SATX"	4	4140	0	3478	1	0	0	0	0	558	0	40	530	0	0	5	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8769
"135"	"NPB13_046_TD"	11604	16708	5104	0.3055	0.0946	46	"JA"	1	"JATX"	2842	7568	0	0	76	17	452	5	4	20	150	1	0	0	0	3	20	0	0	0	0	0	0	0	0	0	1	0	10	1	2	13	0	0	34	13	0	0	0	0	10	0	0	93	0	47	0	0	98	6	0	68	12	0	4	0	0	0	0	0	1	0	0	0	0	0	0	33	0	0	11604
"136"	"NPB13_006_CD"	11700	12878	1178	0.0915	0.097	6	"JA"	1	"MC"	4416	5982	0	25	17	14	217	42	100	0	269	4	21	0	2	5	19	0	0	0	0	0	0	0	1	0	1	0	9	20	9	17	1	0	129	3	0	1	0	0	0	0	1	48	0	14	0	0	50	49	0	53	57	0	34	0	12	0	0	0	3	0	0	0	0	0	0	31	12	0	11688
"137"	"NPB13_012_CD"	12144	31202	19058	0.6108	0.0875	12	"JA"	1	"MC"	0	10288	0	2	1	0	0	0	0	0	0	3	14	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	36	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10347
"138"	"NPB13_043_CD"	12414	12719	305	0.024	0.0554	43	"M"	1	"MC"	1651	10559	4	0	19	0	0	0	0	9	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	7	0	5	0	0	0	0	0	71	0	0	0	0	45	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	0	0	12392
"139"	"NPB13_029_CD"	12893	13233	340	0.0257	0.0792	29	"JA"	1	"MC"	160	7725	0	262	446	3	13	2	0	1341	147	5	267	0	0	30	0	0	0	0	0	0	0	2197	3	0	0	0	2	0	0	4	1	1	0	90	0	0	0	7	0	0	12	7	15	6	3	0	42	1	0	0	0	1	0	15	0	0	0	0	0	0	0	0	0	0	0	1	0	0	12809
"140"	"NPB13_045_TD"	13067	14585	1518	0.1041	0.0967	45	"JA"	1	"JATX"	3	12760	0	59	34	0	0	0	0	36	1	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	43	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12953
"141"	"NPB13_027_TD"	13336	14625	1289	0.0881	0.1014	27	"JA"	1	"JATX"	270	6638	0	606	676	30	1358	1	7	595	800	1	1	0	0	336	241	0	0	0	0	0	0	3	20	0	0	0	19	0	0	2	874	0	7	143	0	2	0	1	32	0	2	21	62	104	2	0	207	5	0	185	18	0	8	26	0	0	0	0	1	20	0	0	0	0	0	6	1	0	13331
"142"	"NPB13_045_CD"	13396	21685	8289	0.3822	0.0815	45	"JA"	1	"MC"	269	12207	0	0	1	0	126	28	0	2	0	39	75	0	0	0	1	0	0	0	0	0	0	0	0	0	0	4	36	0	0	13	0	0	0	0	0	0	0	0	0	0	4	13	0	9	0	0	47	0	0	0	0	0	3	0	0	0	1	0	0	6	0	0	0	0	0	8	0	0	12892
"143"	"NPB13_009_TD"	13438	24816	11378	0.4585	0.0938	9	"M"	1	"MC"	106	146	0	4269	16	1	1	9	0	303	0	79	102	0	0	31	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	1	0	0	0	0	0	0	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5076
"144"	"NPB13_012_TU"	13570	19986	6416	0.321	0.0771	12	"JA"	0	"JATX"	129	10716	0	32	12	1	2	1206	0	120	0	46	310	0	0	56	0	0	0	0	0	0	0	18	37	0	0	0	12	0	0	2	33	0	0	1	0	0	0	86	3	0	312	3	1	0	0	2	51	64	0	0	0	3	50	0	10	0	0	0	0	0	0	0	0	0	0	13	0	0	13331
"145"	"NPB13_038_CU"	13698	15517	1819	0.1172	0.0609	38	"JA"	0	"MC"	7772	333	0	29	73	89	1142	221	0	92	86	51	133	1	2	14	258	11	0	0	0	0	0	2	21	0	0	0	2265	2	5	417	79	0	0	0	0	8	0	41	0	0	55	38	0	13	0	1	7	85	0	2	2	0	23	1	15	0	0	0	2	3	0	0	0	0	0	8	37	0	13439
"146"	"NPB13_013_TU"	14205	23315	9110	0.3907	0.0966	13	"SA"	0	"SATX"	10	4001	0	1192	0	0	0	0	0	6308	0	27	6	0	0	489	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	16	0	0	1	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	12060
"147"	"NPB13_021_TD"	14475	16264	1789	0.11	0.0872	21	"SA"	1	"SATX"	58	14104	1	1	130	0	8	8	0	7	45	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	12	0	0	0	0	0	0	0	2	0	1	0	3	67	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	0	14475
"148"	"NPB13_038_CD"	15183	20944	5761	0.2751	0.0935	38	"JA"	1	"MC"	439	3106	0	515	2607	1	584	14	3	1851	227	14	107	0	3	1162	205	30	0	0	0	0	1	14	574	0	0	0	10	0	0	24	635	0	5	187	0	0	0	640	1142	0	17	29	237	61	0	0	48	12	0	5	6	0	3	158	26	0	0	0	0	0	0	64	4	0	0	2	0	0	14772
"149"	"NPB13_057_CD"	15716	27025	11309	0.4185	0.1057	57	"M"	1	"MC"	1	6659	0	0	1	0	0	0	0	2	1	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6693
"150"	"NPB13_011_CD"	15724	16668	944	0.0566	0.0852	11	"SA"	1	"MC"	20	1711	0	1898	48	0	2	0	0	4982	0	9	231	0	0	5874	13	0	0	0	0	0	0	46	61	0	0	0	1	0	0	1	5	1	0	3	0	0	0	27	56	0	2	2	19	0	0	0	1	0	0	0	0	0	1	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15024
"151"	"NPB13_048_CD"	16382	21089	4707	0.2232	0.0985	48	"SA"	1	"MC"	32	11267	0	1360	4	0	1	0	0	76	0	52	510	0	4	37	0	0	0	0	0	0	0	0	0	0	0	20	0	0	0	0	1	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	39	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13406
"152"	"NPB13_001_TD"	16703	18077	1374	0.076	0.111	1	"JA"	1	"JATX"	712	2986	0	2297	68	29	2730	0	1	20	6	36	612	0	3	80	13	0	0	0	0	0	0	147	4890	0	0	29	8	0	2	0	5	0	0	6	0	4	0	319	11	0	0	21	5	147	0	0	76	3	0	2	3	0	0	7	5	0	0	0	0	0	0	336	0	0	0	10	0	0	15629
"153"	"NPB13_030_CD"	17651	18609	958	0.0515	0.0936	30	"SA"	1	"MC"	560	9404	0	4166	303	0	11	1	3	1788	55	0	0	0	0	1086	6	0	0	0	0	0	0	0	1	0	0	0	0	0	0	3	2	0	7	35	0	0	0	0	0	0	0	38	41	1	1	1	35	0	0	16	1	0	1	15	0	0	0	0	1	0	0	0	1	0	0	1	0	0	17584
"154"	"NPB13_037_CD"	18627	25529	6902	0.2704	0.0816	37	"SA"	1	"MC"	130	914	0	1873	1020	13	219	4	0	2092	2225	0	19	0	0	2253	177	0	0	0	0	0	0	51	2080	0	0	0	8	0	1	26	3232	0	28	21	0	0	0	76	1611	0	42	12	133	9	0	0	18	5	0	125	35	0	9	80	17	0	0	0	0	1	0	39	1	0	0	0	8	0	18607
"155"	"NPB13_019_TD"	19508	19630	122	0.0062	0.0806	19	"JA"	1	"JATX"	472	2023	0	608	504	3	20	11	0	1076	8195	1	187	1	0	346	29	6	0	0	0	0	0	1651	159	0	2	0	49	1	0	147	505	0	258	39	0	3	0	2381	209	0	37	20	35	0	0	0	131	19	0	135	53	0	7	20	91	0	0	0	1	6	0	8	6	0	0	1	3	0	19459
"156"	"NPB13_050_TD"	21698	21783	85	0.0039	0.062	50	"M"	1	"MC"	3	21472	0	12	25	0	0	0	0	62	0	0	1	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	83	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21665
"157"	"NPB13_012_TD"	21906	22344	438	0.0196	0.0903	12	"JA"	1	"JATX"	71	21035	0	8	54	0	0	0	0	300	0	2	50	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	12	0	0	0	4	0	0	16	7	0	0	0	0	74	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21636
